NAME	TITLE	SCORE	
ANGPTL4		19.718704	
TMEM135		16.99582	
PDK4		11.674764	
ACSL3		10.824215	
FADS1		10.49485	
SCD		9.5069685	
PLIN2		9.3516	
KLF11		8.768654	
DNAJB9		8.763115	
INSIG1		8.75099	
TMEM41B		8.199653	
LPCAT3		8.055313	
STARD4		7.7848763	
CPT1A		7.591501	
SLC33A1		6.9738774	
ATF3		6.495049	
FICD		6.2056503	
RCAN1		6.189102	
HSPA5		6.1813755	
LDLR		6.042723	
HKDC1		5.931624	
HADHA		5.827418	
LPIN1		5.7355933	
HADHB		5.3853135	
TMED5		5.3143306	
LARP1B		5.0739527	
ERO1B		4.950304	
CLDN1		4.892722	
STARD9		4.7708282	
CXCL3		4.756764	
RORA		4.5562615	
HYOU1		4.506457	
LUCAT1		4.5050197	
NFKB2		4.4293804	
ACADVL		4.4156666	
CAT		4.406613	
FADS2		4.378042	
HSPA1A		4.344179	
ECH1		4.334274	
SLC25A20		4.3034477	
VGLL3		4.290344	
NSUN3		4.242801	
TRIM16L		4.196096	
ZXDB		4.1672807	
OSGIN1		4.1605544	
RDH11		4.160498	
SREBF1		4.1410165	
MANF		4.1313486	
TDP2		4.1247826	
SREBF2		4.0937395	
ABCA1		4.060033	
CXCL8		4.0516686	
BIRC3		4.049372	
LYSMD3		4.040539	
DNAJC3		4.0089087	
PLIN1		4.0039673	
HSPA1B		3.9934902	
KCNQ3		3.9889007	
DCUN1D3		3.9599652	
UBXN4		3.9257824	
HERPUD1		3.8923786	
PRKACB		3.8914747	
INSIG1-DT		3.8136365	
SCN8A		3.810985	
CXCL2		3.7929256	
CLCN6		3.780462	
FNBP4		3.7767518	
CD80		3.7445834	
NFKB1		3.7312732	
NUS1		3.5674834	
ENTPD7		3.5289223	
ACSL4		3.4887395	
DUSP16		3.4513843	
FAM13B		3.4402802	
ORMDL1		3.4328458	
CANX		3.407987	
PKD2		3.4070017	
PDE4D		3.3432603	
HERC3		3.3296876	
ACAA2		3.3169692	
NAMPT		3.3106391	
MLYCD		3.2961435	
CCN1		3.2804801	
PIGA		3.2325633	
ENSG00000250602		3.2068272	
CCSER2		3.2038982	
SEPHS2		3.188506	
SCML1		3.1761382	
ZBTB21		3.1494448	
ELOVL5		3.1468546	
SEH1L		3.1389875	
PDIK1L		3.1377304	
SH2D5		3.1175823	
PKP4-AS1		3.115484	
SEC11C		3.1000245	
MIS12		3.0859776	
RNASEK		3.0681648	
SUCO		3.060451	
ZC3H12C		3.0427976	
INHBE		2.9950063	
PPIF		2.9880872	
SRP19		2.9765592	
HSDL2		2.9631393	
TRIM37		2.9578552	
DDX10		2.9410567	
DNHD1		2.9329588	
SLC2A3		2.909145	
COG3		2.9064577	
NR4A1		2.897282	
BET1		2.8911014	
TRMT13		2.8888183	
ENSG00000260077		2.8836029	
SEC23B		2.8825758	
ETS1		2.8765454	
RELB		2.8762343	
MAP2		2.8646045	
TMEM217		2.858404	
FBXO42		2.853287	
CLDND1		2.8493934	
IL12A		2.8430243	
CD46		2.8418949	
ADIPOR2		2.8399284	
CHORDC1		2.8313067	
GBE1		2.8172863	
RABGGTB		2.7962482	
HSD17B12		2.7901778	
TLK1		2.7828977	
BACH1		2.7750154	
DIPK2A		2.7745667	
AKR1C1		2.7736433	
EDNRB		2.7651494	
RSF1		2.7595866	
TAF1A		2.7442493	
KRT33B		2.7357986	
LONRF1		2.735231	
SPTSSA		2.730384	
ARIH1		2.7275064	
ETNK1		2.7231283	
CPED1		2.7183328	
ZMYM5		2.7164073	
IMPA2		2.7009811	
LINC00184		2.698525	
HSD17B4		2.692964	
HSPA13		2.6681693	
TNFRSF10B		2.6559734	
BMS1P4		2.6556327	
PGD		2.6432433	
LATS2		2.6354473	
ENSG00000270823		2.6347685	
ADGRB2		2.6335344	
ROCK2		2.6215482	
OLMALINC		2.615343	
PSMA3-AS1		2.6063447	
FAM110B		2.5879896	
WWC1		2.57819	
NABP1		2.5769188	
GUSBP11		2.5722015	
FAM133B		2.5684025	
PAWR		2.5664878	
PIK3C2A		2.5646343	
ACSS2		2.559435	
SLC66A1LP		2.5585256	
SPCS3		2.5487764	
HSD17B7P2		2.5410717	
CNNM4		2.532411	
KDM2A		2.5190883	
ETFDH		2.5131345	
ERO1A		2.5110476	
ITSN2		2.5014522	
HCG18		2.4999409	
NMRAL2P		2.498928	
USP14		2.497848	
FAM219A		2.4944289	
MED1		2.484302	
ZNF70		2.4805393	
RIMOC1		2.4768498	
ZNG1F		2.4701989	
ENSG00000232295		2.4665442	
BTG3		2.4557078	
PLEKHA8		2.4538422	
BNIP3		2.4397404	
SEC23IP		2.4392483	
PDE8B		2.4323404	
CBLB		2.4256165	
INSIG2		2.421164	
SQSTM1		2.4172654	
SYVN1		2.4093559	
CCDC82		2.4014802	
PANK3		2.3930314	
ALG2		2.390122	
SMNDC1		2.3831697	
ZNF12		2.3583512	
RND3		2.3482156	
MOSPD2		2.3457947	
BEX2		2.331908	
CCNL1		2.317589	
RNF185		2.304308	
NBPF15		2.3025734	
PPFIA1		2.3023405	
RIPK2		2.2973776	
NFXL1		2.2929957	
CHD1		2.2928731	
ENSG00000270055		2.283329	
SRR		2.2829082	
CPSF7		2.282787	
DHCR7		2.2738612	
POR		2.2697096	
ANKRD49		2.2625532	
DDX46		2.2616913	
RWDD2A		2.2514966	
SPATA31G1		2.2419324	
